example_id,thread_id,customer_message,my_intent_label,escalate_or_auto,acceptable_reply_note,disagree_with_reply_note,spotify_reply,provisional_intent_guess,full_thread_reference
E028,16380,@SpotifyCares when is the app going to be updated for the iPhone X? The black bars look awful.,Feature Requests & Device Support,auto,Acknowledge the iPhone X optimization request and provide any available update information.,,"@393485 Hi there! We don't have any info on this right now, but keep an eye out for any updates. Give us a shout if you have any questions 🙂 /KL",Feature Requests & Device Support,"[Thu Nov 09 00:04:58 +0000 2017] [Customer @393485]: @SpotifyCares when is the app going to be updated for the iPhone X? The black bars look awful. 
[Thu Nov 09 00:08:15 +0000 2017] [Spotify Support @SpotifyCares]: @393485 Hi there! We don't have any info on this right now, but keep an eye out for any updates. Give us a shout if you have any questions 🙂 /KL"
E029,9821,"@115888 my account has been hacked and you mfks don't have a straightforward link to get help or report this issue.

@SpotifyCares Done",Account Access & Security,escalate,"The account is hacked, so the customer needs secure recovery assistance.",,@400475 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZR1cbT,Account Access & Security,"[Wed Oct 25 01:18:10 +0000 2017] [Customer @400475]: @115888 my account has been hacked and you mfks don't have a straightforward link to get help or report this issue. 
[Wed Oct 25 01:24:40 +0000 2017] [Spotify Support @SpotifyCares]: @400475 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZR1cbT 
[Wed Oct 25 01:27:29 +0000 2017] [Customer @400475]: @SpotifyCares Done"
E030,13401,@SpotifyCares i've been trying to contact Spotify for weeks about an album that is incorrectly attributed to my artist page please help ASAP,Content Availability & Licensing,escalate,The incorrect artist attribution has persisted for weeks and needs investigation by the appropriate support team.,The reply only redirected the customer to provide an email and did not acknowledge the urgency of the long-running metadata problem.,@460329 Hey there! Could you DM us the email address you used to reach out to them? We'll chase it up /SP https://t.co/ldFdZRiNAt,Content Availability & Licensing,"[Thu Nov 02 18:38:51 +0000 2017] [Customer @460329]: @SpotifyCares i've been trying to contact Spotify for weeks about an album that is incorrectly attributed to my artist page please help ASAP 
[Thu Nov 02 19:15:25 +0000 2017] [Spotify Support @SpotifyCares]: @460329 Hey there! Could you DM us the email address you used to reach out to them? We'll chase it up /SP https://t.co/ldFdZRiNAt"
E031,11610,@SpotifyCares Hello. The email address I think is associated with my account no longer exists. cannot access account (Still Being Charged),Account Access & Security,escalate,"The customer cannot access the old account while still being charged, so both access and account status need investigation.",,@695121 Hey there! Can you DM us your account's email address? We'll take a look backstage /TC https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Sun Oct 29 10:15:00 +0000 2017] [Customer @695121]: @SpotifyCares Hello. The email address I think is associated with my account no longer exists. cannot access account (Still Being Charged) 
[Sun Oct 29 12:30:36 +0000 2017] [Spotify Support @SpotifyCares]: @695121 Hey there! Can you DM us your account's email address? We'll take a look backstage /TC https://t.co/ldFdZRiNAt"
E032,23739,"@SpotifyCares Why isn't scrobling/last.fm working with some Connect devices (Onkyo in my case). Works ok with Sonos though.

@SpotifyCares OSX High Sierra -&gt; Spotify 1.0.68.407.g6864aaaf -&gt; Onkyo NR-656. Once I set Spotify to send to ""This computer"", scrobbling seems to work as Last.fm reports ""Scrobbling now"" then. Does not happen when Onkyo is receiving the sound.",Playback & Technical Errors,auto,Acknowledge the Connect/Last.fm issue and explain whether the integration is currently supported.,The historical reply moved from troubleshooting to saying the feature wasn't possible without clearly explaining the limitation.,"@156298 Hmm, that's odd. Don’t worry, we can help. What’s happening exactly? Can you let us know the devices and operating systems you’re having trouble with? Once you fire over that info, we'll take a look 🔍 /DT

@156298 Sorry to hear that. It's not possible at the moment, but you can help make it happen by showing your support here: https://t.co/BPEq9CIxJ8 /MG",Content Availability & Licensing,"[Fri Nov 24 21:29:16 +0000 2017] [Customer @156298]: @SpotifyCares Why isn't scrobling/last.fm working with some Connect devices (Onkyo in my case). Works ok with Sonos though. 
[Fri Nov 24 22:37:42 +0000 2017] [Spotify Support @SpotifyCares]: @156298 Hmm, that's odd. Don’t worry, we can help. What’s happening exactly? Can you let us know the devices and operating systems you’re having trouble with? Once you fire over that info, we'll take a look 🔍 /DT 
[Fri Nov 24 23:06:17 +0000 2017] [Customer @156298]: @SpotifyCares OSX High Sierra -&gt; Spotify 1.0.68.407.g6864aaaf -&gt; Onkyo NR-656. Once I set Spotify to send to ""This computer"", scrobbling seems to work as Last.fm reports ""Scrobbling now"" then. Does not happen when Onkyo is receiving the sound. 
[Sat Nov 25 00:48:05 +0000 2017] [Spotify Support @SpotifyCares]: @156298 Sorry to hear that. It's not possible at the moment, but you can help make it happen by showing your support here: https://t.co/BPEq9CIxJ8 /MG"
E033,27516,@115888 I might cancel my premium I can’t access my account I got a new one I need to delete it if it’s not accable not happy no one has helped me I forgot my id pass word,Account Access & Security,escalate,"The customer cannot access the account and has forgotten the credentials, so account recovery is needed.",,@244024 Let's not throw in the towel just yet. We'd love to help out. Can you send us a DM? /MU https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Sat Dec 02 02:52:45 +0000 2017] [Customer @244024]: @115888 I might cancel my premium I can’t access my account I got a new one I need to delete it if it’s not accable not happy no one has helped me I forgot my id pass word 
[Sat Dec 02 12:54:22 +0000 2017] [Spotify Support @SpotifyCares]: @244024 Let's not throw in the towel just yet. We'd love to help out. Can you send us a DM? /MU https://t.co/ldFdZRiNAt"
E034,8898,@SpotifyCares I cancelled my premium account in August and have still been charged the premium service. I haven't used it since I cancelled.,Subscription & Billing Issues,escalate,"The customer is still being charged after cancellation, so billing records need to be checked.",,@562099 Hey Fern! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Sun Oct 22 22:10:04 +0000 2017] [Customer @562099]: @SpotifyCares I cancelled my premium account in August and have still been charged the premium service. I haven't used it since I cancelled. 
[Mon Oct 23 03:58:30 +0000 2017] [Spotify Support @SpotifyCares]: @562099 Hey Fern! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt"
E035,11634,@115888 Will there ever be a Apple Watch app ? 😶,Feature Requests & Device Support,auto,Acknowledge the Apple Watch request and provide the official feedback option.,,@579421 Hey Mike! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /DR,Feature Requests & Device Support,"[Sun Oct 29 12:13:05 +0000 2017] [Customer @579421]: @115888 Will there ever be a Apple Watch app ? 😶 
[Sun Oct 29 13:57:02 +0000 2017] [Spotify Support @SpotifyCares]: @579421 Hey Mike! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /DR"
E036,19575,@115888 why is Beyoncé's Lemonade album still not on Spotify? 🤧,Content Availability & Licensing,auto,Explain the current availability of Lemonade and provide relevant content information.,,"@366774 Hey there! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi4cJu2 /PX",Content Availability & Licensing,"[Wed Nov 15 16:37:29 +0000 2017] [Customer @366774]: @115888 why is Beyoncé's Lemonade album still not on Spotify? 🤧 
[Wed Nov 15 17:26:14 +0000 2017] [Spotify Support @SpotifyCares]: @366774 Hey there! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi4cJu2 /PX"
E037,8280,"@118266 min saya mau update payment via mobile indosat tp selalu gadapet sms code number gmn nih min?

@SpotifyCares hello i want to update spotify payment by mobile but i dont get any code number message what should i do?

@SpotifyCares ok i dmed u already",Subscription & Billing Issues,escalate,"The payment update is failing and involves account/payment information, so support should investigate.",,"@333571 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /RB

@333571 Thanks! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt",Subscription & Billing Issues,"[Sat Oct 21 02:08:51 +0000 2017] [Customer @333571]: @118266 min saya mau update payment via mobile indosat tp selalu gadapet sms code number gmn nih min? 
[Sat Oct 21 03:11:18 +0000 2017] [Spotify Support @SpotifyCares]: @333571 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /RB 
[Sat Oct 21 03:18:41 +0000 2017] [Customer @333571]: @SpotifyCares hello i want to update spotify payment by mobile but i dont get any code number message what should i do? 
[Sat Oct 21 04:25:36 +0000 2017] [Spotify Support @SpotifyCares]: @333571 Thanks! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt 
[Sat Oct 21 04:32:20 +0000 2017] [Customer @333571]: @SpotifyCares ok i dmed u already"
E038,20782,"@SpotifyCares Hi. @115888 keeps pausing on me randomly. Help?

@SpotifyCares Thanks. I'm using a MacBook Air with OS X Yosemite. No idea what version of Spotify (1.0.67.582.g19436fa3 ?). Randomly pauses and I have to manually press play button each time.",Playback & Technical Errors,auto,Start with standard troubleshooting for the random pausing issue.,,"@544894 Hi, help's here! Can you give us some more info on what's happening? What device, operating system, and Spotify version are you using? We'll see what we can suggest /MC

@544894 Thanks. Does logging out &gt; restarting your device &gt; logging back in help at all? /MC",Playback & Technical Errors,"[Fri Nov 17 15:50:05 +0000 2017] [Customer @544894]: @SpotifyCares Hi. @115888 keeps pausing on me randomly. Help? 
[Fri Nov 17 16:03:46 +0000 2017] [Spotify Support @SpotifyCares]: @544894 Hi, help's here! Can you give us some more info on what's happening? What device, operating system, and Spotify version are you using? We'll see what we can suggest /MC 
[Fri Nov 17 16:07:36 +0000 2017] [Customer @544894]: @SpotifyCares Thanks. I'm using a MacBook Air with OS X Yosemite. No idea what version of Spotify (1.0.67.582.g19436fa3 ?). Randomly pauses and I have to manually press play button each time. 
[Fri Nov 17 18:49:47 +0000 2017] [Spotify Support @SpotifyCares]: @544894 Thanks. Does logging out &gt; restarting your device &gt; logging back in help at all? /MC"
E039,24955,@SpotifyCares I got a Spotify account as a result of my mobile phone plan.  I am interested in signing up for the Premium family plan.  What is the easiest way to do this?,Subscription & Billing Issues,escalate,"The customer has a mobile-plan-linked account and wants to change to Family, so account eligibility should be checked.",The historical reply jumped straight to requesting account details without first answering the basic Family Plan question.,"@794515 Hi Len, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",Subscription & Billing Issues,"[Mon Nov 27 22:03:10 +0000 2017] [Customer @794515]: @SpotifyCares I got a Spotify account as a result of my mobile phone plan.  I am interested in signing up for the Premium family plan.  What is the easiest way to do this? 
[Mon Nov 27 22:24:00 +0000 2017] [Spotify Support @SpotifyCares]: @794515 Hi Len, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt"
